manufacturer,permit_number,vin_number,total_disengagements,Dec 2021,Jan 2022,Feb 2022,Mar 2022,Apr 2022,May 2022,Jun 2022,July 2022,Aug 2022,Sep 2022,Oct 2022,Nov 2022,total_miles
APPLE INC.,AVT030,2T2BGMCAXHC020026,119.0,295.5,0.0,351.7,475.6,0.0,121.4,825.2,497.2,1136.3,141.1,0.0,0.0,3844.0
APPLE INC.,AVT030,2T2BGMCA2GC007334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APPLE INC.,AVT030,2T2BGMCA1GC008135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APPLE INC.,AVT030,2T2BGMCA6GC007983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APPLE INC.,AVT030,2T2BGMCA2GC004112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APPLE INC.,AVT030,2T2BGMCA8GC008424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APPLE INC.,AVT030,2T2BGMCA8GC003871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APPLE INC.,AVT030,2T2BGMCA7GC008382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APPLE INC.,AVT030,2T2BGMCA5GC006145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APPLE INC.,AVT030,2T2BGMCA2GC005566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APPLE INC.,AVT030,2T2BGMCA7HC017262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APPLE INC.,AVT030,2T2BGMCA1HC014096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APPLE INC.,AVT030,2T2BGMCA8HC019876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APPLE INC.,AVT030,2T2BGMCAXHC014310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APPLE INC.,AVT030,2T2BGMCA2HC019890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APPLE INC.,AVT030,2T2BGMCA2HC019968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APPLE INC.,AVT030,2T2BGMCA4HC016845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APPLE INC.,AVT030,2T2BGMCA0HC016082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APPLE INC.,AVT030,2T2BGMCAXHC019927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APPLE INC.,AVT030,2T2BGMCA7HC014877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APPLE INC.,AVT030,2T2BGMCA6HC016667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ARGO AI, LLC",AVT066,1FMCU0DZ2LUA86415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.1,528.4,0.0,633.5
"ARGO AI, LLC",AVT066,1FMCU0DZ3LUA86374,1.0,0.0,0.0,0.0,0.0,0.0,74.7,748.2,466.6,398.7,291.2,663.2,0.0,2642.6
"ARGO AI, LLC",AVT066,1FMCU0DZ3LUB20720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ARGO AI, LLC",AVT066,1FMCU0DZ5LUB20718,0.0,0.0,193.8,242.5,116.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.2
"ARGO AI, LLC",AVT066,1FMCU0DZ8LUB20650,0.0,0.0,0.0,0.0,0.0,391.9,635.6,594.0,482.2,523.0,403.6,656.4,0.0,3686.7
"ARGO AI, LLC",AVT066,1FMCU0DZ8LUB20731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ARGO AI, LLC",AVT066,1FMCU0DZXLUB20651,0.0,0.0,0.0,0.0,0.0,508.1,136.1,0.0,0.0,0.0,301.8,534.4,0.0,1480.3
"ARGO AI, LLC",AVT066,1FMCU0DZXLUB20665,0.0,0.0,0.0,0.0,0.0,0.0,5.5,772.8,325.9,485.9,439.2,522.7,0.0,2551.9
"ARGO AI, LLC",AVT066,3FA6P0MU2KR100080,0.0,0.0,0.0,468.4,220.1,380.8,437.7,0.0,0.0,0.0,0.0,0.0,0.0,1506.9
"ARGO AI, LLC",AVT066,3FA6P0MU2KR100094,0.0,0.0,45.8,498.6,305.2,88.8,291.3,0.0,0.0,0.0,0.0,0.0,0.0,1229.7
"ARGO AI, LLC",AVT066,3FA6P0MU4KR100114,0.0,0.0,17.0,225.3,260.9,228.1,349.1,0.0,0.0,0.0,0.0,0.0,0.0,1080.3
"ARGO AI, LLC",AVT066,3FA6P0MU6KR100163,0.0,0.0,33.8,283.4,473.9,239.8,287.2,0.0,0.0,0.0,0.0,0.0,0.0,1318.1
"ARGO AI, LLC",AVT066,3FA6P0MU6KR100163,0.0,0.0,55.1,944.2,507.2,370.9,80.2,0.0,0.0,0.0,0.0,0.0,0.0,1957.6
"AURORA OPERATIONS, INC.",AVT037,5TDYRKEC7MS056267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,12.6,0.0,25.9
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N77LR196426,0.0,1415.0,1709.0,1679.0,1598.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6627.0
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N79LR196427,0.0,477.0,1681.0,542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2700.0
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N72LR287877,1.0,1503.0,1656.0,1749.0,1676.0,0.0,0.0,0.0,0.0,153.0,268.0,764.0,502.0,8271.0
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N72LR289824,0.0,354.0,280.0,1595.0,1613.0,321.0,484.0,0.0,352.0,199.0,181.0,83.0,0.0,5462.0
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N79LR289822,0.0,74.0,1591.0,1658.0,0.0,0.0,0.0,0.0,531.0,567.0,316.0,753.0,491.0,5981.0
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N70LR289823,0.0,0.0,14.0,423.0,1546.0,375.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,2461.0
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N74LR289825,0.0,0.0,0.0,217.0,88.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N72LR287880,0.0,0.0,0.0,196.0,79.0,307.0,403.0,1399.0,1204.0,1251.0,945.0,138.0,0.0,5922.0
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N76LR287882,0.0,0.0,0.0,0.0,63.0,64.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N74LR287878,0.0,0.0,0.0,0.0,96.0,0.0,512.0,1460.0,1158.0,1006.0,778.0,242.0,256.0,5508.0
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N76LR287879,0.0,0.0,0.0,72.0,108.0,0.0,272.0,0.0,0.0,0.0,232.0,835.0,912.0,2431.0
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N74LR287881,0.0,0.0,0.0,0.0,0.0,0.0,538.0,495.0,483.0,0.0,174.0,298.0,575.0,2563.0
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N78LR239994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N79LR235193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N75LR235904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N7XLR235087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N71LR235088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N73LR235089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N75LR235188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N77LR235189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N73LR235190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N75LR235191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N77LR235192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,138.0
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N70RL235194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N72LR235195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N74LR235196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N76LR235197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N78LR235198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N7XLR235199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N72LR235200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N74LR235201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N76LR235202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N78LR235203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N7XLR235204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N71LR235205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N73LR235206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N75LR235207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0,273.0
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N73LR235903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUTOX TECHNOLOGIES, INC",AVT021,3LN6L5LU1HR637709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUTOX TECHNOLOGIES, INC",AVT021,3LN6L5MU9JR614778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUTOX TECHNOLOGIES, INC",AVT021,3LN6L5MU5JR618391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUTOX TECHNOLOGIES, INC",AVT021,3LN6L5MUXJR626177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUTOX TECHNOLOGIES, INC",AVT021,3NL6L5MU8JR628090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N73JR229418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRUISE LLC,AVT008,5G21A6P0XL4100045,0.0,919.8,1926.9,2024.5,2096.5,1769.1,732.6,1255.2,1095.1,1910.2,1197.4,1871.5,2251.6,19050.5
CRUISE LLC,AVT008,5G21A6P07L4100083,0.0,2106.5,2354.9,2263.5,2361.8,2467.9,593.3,1356.4,1376.0,1172.9,844.9,300.8,538.5,17737.4
CRUISE LLC,AVT008,5G21A6P04L4100140,1.0,633.7,2208.8,875.7,1370.7,1892.7,1749.7,935.4,710.1,1005.0,1377.9,1935.8,2402.1,17097.4
CRUISE LLC,AVT008,5G21A6P00L4100068,0.0,124.5,2592.2,2157.0,2380.9,1938.0,950.9,590.7,1840.9,1289.9,664.4,624.1,1227.8,16381.3
CRUISE LLC,AVT008,5G21A6P02L4100136,0.0,996.4,1885.2,1435.3,1344.1,1963.9,1069.2,1670.4,1626.0,1332.3,1316.7,741.4,808.6,16189.6
CRUISE LLC,AVT008,5G21A6P08L4100142,0.0,1996.3,2623.4,1648.5,2324.8,2388.2,604.5,1524.1,863.9,673.8,716.0,43.3,699.1,16105.9
CRUISE LLC,AVT008,5G21A6P09L4100070,0.0,1891.7,2198.4,1486.9,1922.4,1776.8,1029.1,1508.5,1391.5,224.6,589.3,1077.8,863.0,15960.0
CRUISE LLC,AVT008,5G21A6P00L4100085,0.0,976.8,2108.3,2074.6,2218.2,1764.3,1160.7,556.5,1187.9,725.4,1077.8,895.3,1100.1,15845.9
CRUISE LLC,AVT008,5G21A6P05N4121596,1.0,0.0,0.0,0.0,2304.6,2029.1,1146.8,1495.9,1012.6,1793.0,880.2,2917.1,2242.6,15821.9
CRUISE LLC,AVT008,5G21A6P06L4100057,0.0,1751.0,1665.9,1620.6,1819.8,1512.7,1052.9,1502.3,327.7,1280.7,1339.4,789.8,1031.4,15694.2
CRUISE LLC,AVT008,5G21A6P03L4100047,0.0,1914.2,2279.5,1662.8,1641.8,1902.3,666.6,398.5,1235.0,1092.9,1013.5,1113.4,724.0,15644.4
CRUISE LLC,AVT008,5G21A6P07L4100004,0.0,1958.9,2302.8,1844.2,1552.9,1554.0,537.2,1212.0,1138.7,963.9,669.1,426.6,1361.9,15522.2
CRUISE LLC,AVT008,5G21A6P02L4100086,0.0,1315.0,2660.9,2028.8,1830.1,2021.6,536.6,912.0,530.1,1526.2,353.8,328.2,1179.7,15223.0
CRUISE LLC,AVT008,5G21A6P09L4100117,0.0,1885.7,2250.3,1551.9,1757.2,1616.5,692.9,1074.1,913.2,2064.2,784.0,0.0,434.1,15024.2
CRUISE LLC,AVT008,5G21A6P02N4121622,1.0,0.0,0.0,0.0,813.2,2048.4,1339.0,1711.2,699.1,1375.8,2476.9,2412.0,2139.1,15014.6
CRUISE LLC,AVT008,5G21A6P01L4100046,0.0,1767.8,2301.1,1706.4,2555.2,2094.1,858.9,1222.9,1050.2,643.7,277.8,46.2,0.0,14524.4
CRUISE LLC,AVT008,5G21A6P01N4121594,0.0,0.0,0.0,975.4,1264.8,1413.2,1622.6,1194.8,175.4,1778.5,1812.4,1990.0,1977.1,14204.1
CRUISE LLC,AVT008,5G21A6P06L4100124,0.0,1930.9,2470.7,2186.5,2122.5,1951.0,485.9,436.6,0.0,1158.0,461.6,333.4,520.6,14057.6
