manufacturer,permit_number,vin_number,total_disengagements,total_miles,month,miles,month_id,year,disengagements,cumsum_mile,cumsum_disengagements
WAYMO LLC,AVT003,SADHW2S19M1615864,0.0,1716.9,Oct 2021,308.3,2021-10-01,2021,0.0,1799644.4,282.0
WAYMO LLC,AVT003,SADHW2S19M1615914,0.0,9022.4,Oct 2021,3077.5,2021-10-01,2021,0.0,1802721.9,282.0
WAYMO LLC,AVT003,SADHW2S19M1616044,1.0,2825.7,Oct 2021,342.5,2021-10-01,2021,0.0,1803064.4,282.0
WAYMO LLC,AVT003,SADHW2S19M1616108,1.0,9384.2,Oct 2021,1636.6,2021-10-01,2021,0.0,1804701.0,282.0
WAYMO LLC,AVT003,SADHW2S19M1616187,1.0,3658.8,Oct 2021,1920.9,2021-10-01,2021,0.0,1806621.9,282.0
WAYMO LLC,AVT003,SADHW2S19M1616349,0.0,7381.2,Oct 2021,2785.2,2021-10-01,2021,0.0,1809407.1,282.0
WAYMO LLC,AVT003,SADHW2S19M1616402,0.0,93.8,Oct 2021,0.0,2021-10-01,2021,0.0,1809407.1,282.0
WAYMO LLC,AVT003,SADHW2S19M1616481,0.0,2712.9,Oct 2021,1597.8,2021-10-01,2021,0.0,1811004.9,282.0
WAYMO LLC,AVT003,SADHW2S19M1616609,0.0,2001.1,Oct 2021,340.1,2021-10-01,2021,0.0,1811345.0,282.0
WAYMO LLC,AVT003,SADHW2S19M1616626,0.0,1113.4,Oct 2021,158.3,2021-10-01,2021,0.0,1811503.3,282.0
WAYMO LLC,AVT003,SADHW2S19M1616674,0.0,2729.3,Oct 2021,974.9,2021-10-01,2021,0.0,1812478.2,282.0
WAYMO LLC,AVT003,SADHW2S19M1616755,0.0,4961.2,Oct 2021,1752.3,2021-10-01,2021,0.0,1814230.5,282.0
WAYMO LLC,AVT003,SADHW2S19M1616786,0.0,0.0,Oct 2021,0.0,2021-10-01,2021,0.0,1814230.5,282.0
WAYMO LLC,AVT003,SADHW2S19M1616805,0.0,0.0,Oct 2021,0.0,2021-10-01,2021,0.0,1814230.5,282.0
WAYMO LLC,AVT003,SADHW2S19M1616853,0.0,2838.4,Oct 2021,1671.0,2021-10-01,2021,0.0,1815901.5,282.0
WAYMO LLC,AVT003,SADHW2S19M1616870,0.0,1763.4,Oct 2021,202.1,2021-10-01,2021,0.0,1816103.6,282.0
WAYMO LLC,AVT003,SADHW2S19M1617016,0.0,182.7,Oct 2021,42.8,2021-10-01,2021,0.0,1816146.4,282.0
WAYMO LLC,AVT003,SADHW2S19M1617064,0.0,719.1,Oct 2021,156.1,2021-10-01,2021,0.0,1816302.5,282.0
WAYMO LLC,AVT003,SADHW2S19M1617078,0.0,751.0,Oct 2021,0.0,2021-10-01,2021,0.0,1816302.5,282.0
WAYMO LLC,AVT003,SADHW2S19M1617209,0.0,316.1,Oct 2021,0.0,2021-10-01,2021,0.0,1816302.5,282.0
WAYMO LLC,AVT003,SADHW2S19M1617288,0.0,1147.0,Oct 2021,84.5,2021-10-01,2021,0.0,1816387.0,282.0
WAYMO LLC,AVT003,SADHW2S19M1617422,0.0,1025.8,Oct 2021,74.7,2021-10-01,2021,0.0,1816461.7,282.0
WAYMO LLC,AVT003,SADHW2S19M1617484,0.0,0.0,Oct 2021,0.0,2021-10-01,2021,0.0,1816461.7,282.0
WAYMO LLC,AVT003,SADHW2S19M1617520,0.0,213.2,Oct 2021,0.0,2021-10-01,2021,0.0,1816461.7,282.0
WAYMO LLC,AVT003,SADHW2S19M1617565,0.0,1578.6,Oct 2021,0.0,2021-10-01,2021,0.0,1816461.7,282.0
WAYMO LLC,AVT003,SADHW2S19M1617579,0.0,0.0,Oct 2021,0.0,2021-10-01,2021,0.0,1816461.7,282.0
WAYMO LLC,AVT003,SADHW2S19M1617615,0.0,428.3,Oct 2021,0.0,2021-10-01,2021,0.0,1816461.7,282.0
WAYMO LLC,AVT003,SADHW2S19M1X06469,0.0,0.0,Oct 2021,0.0,2021-10-01,2021,0.0,1816461.7,282.0
WAYMO LLC,AVT003,SADHW2S19M1X06472,0.0,0.0,Oct 2021,0.0,2021-10-01,2021,0.0,1816461.7,282.0
WAYMO LLC,AVT003,SADHW2S19M1X06486,0.0,0.0,Oct 2021,0.0,2021-10-01,2021,0.0,1816461.7,282.0
WAYMO LLC,AVT003,SADHW2S1XM1602587,1.0,2065.1,Oct 2021,0.0,2021-10-01,2021,0.0,1816461.7,282.0
WAYMO LLC,AVT003,SADHW2S1XM1602637,5.0,6779.4,Oct 2021,0.0,2021-10-01,2021,0.0,1816461.7,282.0
WAYMO LLC,AVT003,SADHW2S1XM1602668,1.0,2156.9,Oct 2021,0.0,2021-10-01,2021,0.0,1816461.7,282.0
WAYMO LLC,AVT003,SADHW2S1XM1602671,6.0,3594.5,Oct 2021,102.8,2021-10-01,2021,0.0,1816564.5,282.0
WAYMO LLC,AVT003,SADHW2S1XM1602685,0.0,0.0,Oct 2021,0.0,2021-10-01,2021,0.0,1816564.5,282.0
WAYMO LLC,AVT003,SADHW2S1XM1602699,6.0,7290.7,Oct 2021,0.0,2021-10-01,2021,0.0,1816564.5,282.0
WAYMO LLC,AVT003,SADHW2S1XM1602735,5.0,6486.7,Oct 2021,0.0,2021-10-01,2021,0.0,1816564.5,282.0
WAYMO LLC,AVT003,SADHW2S1XM1605876,2.0,5532.9,Oct 2021,0.0,2021-10-01,2021,0.0,1816564.5,282.0
WAYMO LLC,AVT003,SADHW2S1XM1606137,5.0,5618.1,Oct 2021,0.0,2021-10-01,2021,0.0,1816564.5,282.0
WAYMO LLC,AVT003,SADHW2S1XM1614335,1.0,11559.1,Oct 2021,2647.1,2021-10-01,2021,0.0,1819211.6,282.0
WAYMO LLC,AVT003,SADHW2S1XM1614447,1.0,13931.2,Oct 2021,1959.7,2021-10-01,2021,0.0,1821171.3,282.0
WAYMO LLC,AVT003,SADHW2S1XM1614559,0.0,0.0,Oct 2021,0.0,2021-10-01,2021,0.0,1821171.3,282.0
WAYMO LLC,AVT003,SADHW2S1XM1614643,1.0,11476.1,Oct 2021,0.0,2021-10-01,2021,0.0,1821171.3,282.0
WAYMO LLC,AVT003,SADHW2S1XM1614822,0.0,4059.0,Oct 2021,543.8,2021-10-01,2021,0.0,1821715.1,282.0
WAYMO LLC,AVT003,SADHW2S1XM1614870,0.0,10279.5,Oct 2021,227.0,2021-10-01,2021,0.0,1821942.1,282.0
WAYMO LLC,AVT003,SADHW2S1XM1614898,1.0,13348.0,Oct 2021,1795.9,2021-10-01,2021,0.0,1823738.0,282.0
WAYMO LLC,AVT003,SADHW2S1XM1614948,0.0,14441.4,Oct 2021,3041.2,2021-10-01,2021,0.0,1826779.2,282.0
WAYMO LLC,AVT003,SADHW2S1XM1615176,1.0,11396.4,Oct 2021,1866.6,2021-10-01,2021,0.0,1828645.8,282.0
WAYMO LLC,AVT003,SADHW2S1XM1615243,0.0,4496.7,Oct 2021,1938.2,2021-10-01,2021,0.0,1830584.0,282.0
WAYMO LLC,AVT003,SADHW2S1XM1615629,0.0,3968.0,Oct 2021,212.2,2021-10-01,2021,0.0,1830796.2,282.0
WAYMO LLC,AVT003,SADHW2S1XM1615713,0.0,724.3,Oct 2021,0.0,2021-10-01,2021,0.0,1830796.2,282.0
WAYMO LLC,AVT003,SADHW2S1XM1615727,0.0,0.0,Oct 2021,0.0,2021-10-01,2021,0.0,1830796.2,282.0
WAYMO LLC,AVT003,SADHW2S1XM1615758,0.0,1874.3,Oct 2021,469.8,2021-10-01,2021,0.0,1831266.0,282.0
WAYMO LLC,AVT003,SADHW2S1XM1615761,0.0,10798.4,Oct 2021,1951.6,2021-10-01,2021,0.0,1833217.6,282.0
WAYMO LLC,AVT003,SADHW2S1XM1615937,0.0,3964.2,Oct 2021,1706.5,2021-10-01,2021,0.0,1834924.1,282.0
WAYMO LLC,AVT003,SADHW2S1XM1616103,0.0,6898.5,Oct 2021,1817.4,2021-10-01,2021,0.0,1836741.5,282.0
WAYMO LLC,AVT003,SADHW2S1XM1616232,0.0,10461.4,Oct 2021,3207.1,2021-10-01,2021,0.0,1839948.6,282.0
WAYMO LLC,AVT003,SADHW2S1XM1616392,0.0,2427.2,Oct 2021,1587.2,2021-10-01,2021,0.0,1841535.8,282.0
WAYMO LLC,AVT003,SADHW2S1XM1616411,0.0,3734.1,Oct 2021,1382.1,2021-10-01,2021,0.0,1842917.9,282.0
WAYMO LLC,AVT003,SADHW2S1XM1616537,0.0,0.0,Oct 2021,0.0,2021-10-01,2021,0.0,1842917.9,282.0
WAYMO LLC,AVT003,SADHW2S1XM1616733,0.0,4733.7,Oct 2021,1563.4,2021-10-01,2021,0.0,1844481.3,282.0
WAYMO LLC,AVT003,SADHW2S1XM1616831,0.0,935.5,Oct 2021,140.5,2021-10-01,2021,0.0,1844621.8,282.0
WAYMO LLC,AVT003,SADHW2S1XM1616893,0.0,1679.0,Oct 2021,906.1,2021-10-01,2021,0.0,1845527.9,282.0
WAYMO LLC,AVT003,SADHW2S1XM1616960,0.0,822.2,Oct 2021,0.0,2021-10-01,2021,0.0,1845527.9,282.0
WAYMO LLC,AVT003,SADHW2S1XM1617199,0.0,1106.0,Oct 2021,0.0,2021-10-01,2021,0.0,1845527.9,282.0
WAYMO LLC,AVT003,SADHW2S1XM1617350,0.0,1390.4,Oct 2021,45.7,2021-10-01,2021,0.0,1845573.6,282.0
WAYMO LLC,AVT003,SADHW2S1XM1617414,0.0,1935.9,Oct 2021,627.7,2021-10-01,2021,0.0,1846201.3,282.0
WAYMO LLC,AVT003,SADHW2S1XM1617560,0.0,694.4,Oct 2021,0.0,2021-10-01,2021,0.0,1846201.3,282.0
WAYMO LLC,AVT003,SADHW2S1XM1617588,0.0,724.6,Oct 2021,0.0,2021-10-01,2021,0.0,1846201.3,282.0
WAYMO LLC,AVT003,SADHW2S1XM1617638,0.0,678.8,Oct 2021,0.0,2021-10-01,2021,0.0,1846201.3,282.0
WAYMO LLC,AVT003,SADHW2S1XM1X06478,0.0,0.0,Oct 2021,0.0,2021-10-01,2021,0.0,1846201.3,282.0
WAYMO LLC,AVT003,SADHW2S1XM1X06481,0.0,0.0,Oct 2021,0.0,2021-10-01,2021,0.0,1846201.3,282.0
WAYMO LLC,AVT003,2C4RC1K70HR534647,0.0,0.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846201.3,282.0
WAYMO LLC,AVT003,2C4RC1K70HR534650,0.0,33.8,Nov 2021,0.0,2021-11-01,2021,0.0,1846201.3,282.0
WAYMO LLC,AVT003,2C4RC1K70HR534664,0.0,0.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846201.3,282.0
WAYMO LLC,AVT003,2C4RC1K70HR534681,0.0,3189.2,Nov 2021,0.0,2021-11-01,2021,0.0,1846201.3,282.0
WAYMO LLC,AVT003,2C4RC1K70HR534695,0.0,0.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846201.3,282.0
WAYMO LLC,AVT003,2C4RC1K70HR797298,0.0,0.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846201.3,282.0
WAYMO LLC,AVT003,2C4RC1K70HR797317,0.0,0.1,Nov 2021,0.0,2021-11-01,2021,0.0,1846201.3,282.0
WAYMO LLC,AVT003,2C4RC1K70HR797365,0.0,548.8,Nov 2021,0.0,2021-11-01,2021,0.0,1846201.3,282.0
WAYMO LLC,AVT003,2C4RC1K70HR797379,0.0,223.2,Nov 2021,0.0,2021-11-01,2021,0.0,1846201.3,282.0
WAYMO LLC,AVT003,2C4RC1K70HR797415,1.0,2994.5,Nov 2021,0.0,2021-11-01,2021,0.0,1846201.3,282.0
WAYMO LLC,AVT003,2C4RC1K70HR805478,0.0,2483.9,Nov 2021,0.0,2021-11-01,2021,0.0,1846201.3,282.0
WAYMO LLC,AVT003,2C4RC1K70HR805481,0.0,3604.5,Nov 2021,0.0,2021-11-01,2021,0.0,1846201.3,282.0
WAYMO LLC,AVT003,2C4RC1K70HR827271,0.0,3120.6,Nov 2021,0.0,2021-11-01,2021,0.0,1846201.3,282.0
WAYMO LLC,AVT003,2C4RC1K70HR833796,1.0,4703.1,Nov 2021,0.0,2021-11-01,2021,0.0,1846201.3,282.0
WAYMO LLC,AVT003,2C4RC1K70HR833877,0.0,2798.8,Nov 2021,0.0,2021-11-01,2021,0.0,1846201.3,282.0
WAYMO LLC,AVT003,2C4RC1K70HR836181,0.0,154.1,Nov 2021,0.0,2021-11-01,2021,0.0,1846201.3,282.0
WAYMO LLC,AVT003,2C4RC1K71HR534642,0.0,0.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846201.3,282.0
WAYMO LLC,AVT003,2C4RC1K71HR534673,0.0,0.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846201.3,282.0
WAYMO LLC,AVT003,2C4RC1K71HR534687,0.0,4881.8,Nov 2021,0.0,2021-11-01,2021,0.0,1846201.3,282.0
WAYMO LLC,AVT003,2C4RC1K71HR695699,1.0,3010.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846201.3,282.0
WAYMO LLC,AVT003,2C4RC1K71HR797293,0.0,0.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846201.3,282.0
WAYMO LLC,AVT003,2C4RC1K71HR797343,1.0,7144.4,Nov 2021,0.0,2021-11-01,2021,0.0,1846201.3,282.0
WAYMO LLC,AVT003,2C4RC1K71HR805490,0.0,0.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846201.3,282.0
WAYMO LLC,AVT003,2C4RC1K71HR805523,0.0,137.4,Nov 2021,0.0,2021-11-01,2021,0.0,1846201.3,282.0
WAYMO LLC,AVT003,2C4RC1K71HR822192,0.0,28.8,Nov 2021,0.0,2021-11-01,2021,0.0,1846201.3,282.0
WAYMO LLC,AVT003,2C4RC1K71HR822208,0.0,1086.7,Nov 2021,0.0,2021-11-01,2021,0.0,1846201.3,282.0
WAYMO LLC,AVT003,2C4RC1K71HR833810,0.0,591.3,Nov 2021,0.0,2021-11-01,2021,0.0,1846201.3,282.0
WAYMO LLC,AVT003,2C4RC1K71HR833838,0.0,0.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846201.3,282.0
WAYMO LLC,AVT003,2C4RC1K71HR833841,0.0,0.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846201.3,282.0
WAYMO LLC,AVT003,2C4RC1K72HR534665,0.0,0.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846201.3,282.0
WAYMO LLC,AVT003,2C4RC1K72HR534696,0.0,2050.7,Nov 2021,0.0,2021-11-01,2021,0.0,1846201.3,282.0
WAYMO LLC,AVT003,2C4RC1K72HR534701,0.0,0.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846201.3,282.0
WAYMO LLC,AVT003,2C4RC1K72HR797318,3.0,6394.8,Nov 2021,0.0,2021-11-01,2021,0.0,1846201.3,282.0
WAYMO LLC,AVT003,2C4RC1K72HR805465,0.0,2594.1,Nov 2021,0.0,2021-11-01,2021,0.0,1846201.3,282.0
WAYMO LLC,AVT003,2C4RC1K72HR824243,0.0,3332.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846201.3,282.0
WAYMO LLC,AVT003,2C4RC1K72HR827238,0.0,2281.8,Nov 2021,0.0,2021-11-01,2021,0.0,1846201.3,282.0
WAYMO LLC,AVT003,2C4RC1K72HR833816,0.0,1041.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846201.3,282.0
WAYMO LLC,AVT003,2C4RC1K72HR836179,0.0,534.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846201.3,282.0
WAYMO LLC,AVT003,2C4RC1K73HR534643,0.0,0.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846201.3,282.0
WAYMO LLC,AVT003,2C4RC1K73HR534660,0.0,3639.8,Nov 2021,382.0,2021-11-01,2021,0.0,1846583.3,282.0
WAYMO LLC,AVT003,2C4RC1K73HR534674,0.0,4195.4,Nov 2021,0.0,2021-11-01,2021,0.0,1846583.3,282.0
WAYMO LLC,AVT003,2C4RC1K73HR534691,1.0,2602.5,Nov 2021,0.0,2021-11-01,2021,0.0,1846583.3,282.0
WAYMO LLC,AVT003,2C4RC1K73HR534710,0.0,0.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846583.3,282.0
WAYMO LLC,AVT003,2C4RC1K73HR695705,0.0,692.2,Nov 2021,0.0,2021-11-01,2021,0.0,1846583.3,282.0
WAYMO LLC,AVT003,2C4RC1K73HR786120,0.0,968.8,Nov 2021,5.7,2021-11-01,2021,0.0,1846589.0,282.0
WAYMO LLC,AVT003,2C4RC1K73HR797294,0.0,0.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846589.0,282.0
WAYMO LLC,AVT003,2C4RC1K73HR797330,0.0,4706.3,Nov 2021,0.0,2021-11-01,2021,0.0,1846589.0,282.0
WAYMO LLC,AVT003,2C4RC1K73HR797358,2.0,6062.2,Nov 2021,0.0,2021-11-01,2021,0.0,1846589.0,282.0
WAYMO LLC,AVT003,2C4RC1K73HR797361,0.0,1890.8,Nov 2021,0.0,2021-11-01,2021,0.0,1846589.0,282.0
WAYMO LLC,AVT003,2C4RC1K73HR797375,0.0,3556.6,Nov 2021,0.0,2021-11-01,2021,0.0,1846589.0,282.0
WAYMO LLC,AVT003,2C4RC1K73HR797389,0.0,5677.6,Nov 2021,19.5,2021-11-01,2021,0.0,1846608.5,282.0
WAYMO LLC,AVT003,2C4RC1K73HR805488,0.0,751.2,Nov 2021,0.0,2021-11-01,2021,0.0,1846608.5,282.0
WAYMO LLC,AVT003,2C4RC1K73HR805510,0.0,0.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846608.5,282.0
WAYMO LLC,AVT003,2C4RC1K73HR822193,0.0,4591.2,Nov 2021,0.0,2021-11-01,2021,0.0,1846608.5,282.0
WAYMO LLC,AVT003,2C4RC1K73HR827264,0.0,1.7,Nov 2021,0.0,2021-11-01,2021,0.0,1846608.5,282.0
WAYMO LLC,AVT003,2C4RC1K73HR833758,0.0,3061.2,Nov 2021,0.0,2021-11-01,2021,0.0,1846608.5,282.0
WAYMO LLC,AVT003,2C4RC1K73HR833808,1.0,3477.3,Nov 2021,22.1,2021-11-01,2021,0.0,1846630.6,282.0
WAYMO LLC,AVT003,2C4RC1K73HR833842,0.0,2541.4,Nov 2021,0.0,2021-11-01,2021,0.0,1846630.6,282.0
WAYMO LLC,AVT003,2C4RC1K73HR833856,0.0,1271.5,Nov 2021,0.0,2021-11-01,2021,0.0,1846630.6,282.0
WAYMO LLC,AVT003,2C4RC1K73HR833873,0.0,6.9,Nov 2021,0.0,2021-11-01,2021,0.0,1846630.6,282.0
WAYMO LLC,AVT003,2C4RC1K74HR534635,0.0,0.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846630.6,282.0
WAYMO LLC,AVT003,2C4RC1K74HR534652,0.0,0.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846630.6,282.0
WAYMO LLC,AVT003,2C4RC1K74HR534666,0.0,0.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846630.6,282.0
WAYMO LLC,AVT003,2C4RC1K74HR534697,0.0,0.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846630.6,282.0
WAYMO LLC,AVT003,2C4RC1K74HR695700,0.0,680.8,Nov 2021,0.0,2021-11-01,2021,0.0,1846630.6,282.0
WAYMO LLC,AVT003,2C4RC1K74HR797322,0.0,1634.2,Nov 2021,1.9,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K74HR797353,0.0,1600.8,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K74HR797367,0.0,2550.5,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K74HR797398,0.0,0.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K74HR805466,2.0,6516.7,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K74HR805497,1.0,4826.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K74HR805516,0.0,5416.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K74HR824227,0.0,0.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K74HR827239,1.0,3271.4,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K74HR827242,0.0,308.9,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K74HR833879,1.0,4673.6,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K75HR534644,0.0,0.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K75HR534658,0.0,0.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K75HR534708,0.0,0.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K75HR695690,0.0,2984.9,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K75HR695706,2.0,3414.6,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K75HR786121,1.0,3576.9,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K75HR797295,1.0,4062.5,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K75HR797345,0.0,1386.9,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K75HR797362,0.0,3436.6,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K75HR805461,0.0,422.5,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K75HR805489,1.0,5216.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K75HR805508,0.0,255.5,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K75HR812331,0.0,0.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K75HR822194,0.0,645.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K75HR827234,0.0,655.3,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K75HR827265,0.0,0.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K75HR833759,0.0,305.9,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K75HR833857,0.0,953.4,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K76HR534653,0.0,1303.9,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K76HR534667,0.0,0.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K76HR534670,0.0,0.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K76HR534684,0.0,0.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K76HR534698,0.0,2243.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K76HR534703,0.0,0.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K76HR695696,0.0,421.9,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K76HR695701,0.0,0.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K76HR797354,0.0,4097.5,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K76HR797399,0.0,0.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K76HR797404,0.0,3711.7,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K76HR805453,0.0,261.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K76HR805467,1.0,599.5,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K76HR822205,1.0,4385.1,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K76HR824228,0.0,0.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K76HR824259,0.0,1053.1,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K76HR833785,0.0,386.4,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K76HR833835,0.0,752.6,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K77HR534645,0.0,0.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K77HR534659,0.0,0.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K77HR534662,1.0,4405.1,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K77HR534676,0.0,0.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K77HR534693,0.0,3395.4,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K77HR695691,0.0,0.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K77HR786122,1.0,3847.9,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K77HR805512,0.0,5566.6,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K77HR833827,0.0,2728.6,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K77HR833858,0.0,747.8,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K77HR833889,0.0,3498.1,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K78HR534637,0.0,0.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
WAYMO LLC,AVT003,2C4RC1K78HR534640,0.0,0.0,Nov 2021,0.0,2021-11-01,2021,0.0,1846632.5,282.0
