manufacturer,permit_number,vin_number,total_disengagements,total_miles,month,miles,month_id,year,disengagements,cumsum_mile,cumsum_disengagements
CRUISE LLC,AVT008,5G21A6P01P4100117,0.0,231.6,Sep 2022,231.6,2022-09-01,2022,0.0,1587899.0,29.0
CRUISE LLC,AVT008,5G21A6P01P4100120,0.0,204.9,Sep 2022,204.9,2022-09-01,2022,0.0,1588103.9,29.0
CRUISE LLC,AVT008,5G21A6P01P4100134,0.0,750.0,Sep 2022,0.0,2022-09-01,2022,0.0,1588103.9,29.0
CRUISE LLC,AVT008,5G21A6P01P4102126,0.0,212.6,Sep 2022,138.6,2022-09-01,2022,0.0,1588242.5,29.0
CRUISE LLC,AVT008,5G21A6P01P4103504,0.0,0.0,Sep 2022,0.0,2022-09-01,2022,0.0,1588242.5,29.0
CRUISE LLC,AVT008,5G21A6P01P4106113,0.0,269.6,Sep 2022,0.0,2022-09-01,2022,0.0,1588242.5,29.0
CRUISE LLC,AVT008,5G21A6P01P4107939,0.0,0.0,Sep 2022,0.0,2022-09-01,2022,0.0,1588242.5,29.0
CRUISE LLC,AVT008,5G21A6P01P4107942,0.0,288.4,Sep 2022,0.0,2022-09-01,2022,0.0,1588242.5,29.0
CRUISE LLC,AVT008,5G21A6P01P4110940,0.0,19.4,Sep 2022,0.0,2022-09-01,2022,0.0,1588242.5,29.0
CRUISE LLC,AVT008,5G21A6P02L4100010,0.0,12867.5,Sep 2022,610.1,2022-09-01,2022,0.0,1588852.6,29.0
CRUISE LLC,AVT008,5G21A6P02L4100041,0.0,91.2,Sep 2022,52.2,2022-09-01,2022,0.0,1588904.8,29.0
CRUISE LLC,AVT008,5G21A6P02L4100069,0.0,1809.6,Sep 2022,0.0,2022-09-01,2022,0.0,1588904.8,29.0
CRUISE LLC,AVT008,5G21A6P02L4100086,0.0,15223.0,Sep 2022,353.8,2022-09-01,2022,0.0,1589258.6,29.0
CRUISE LLC,AVT008,5G21A6P02L4100119,0.0,20.1,Sep 2022,0.0,2022-09-01,2022,0.0,1589258.6,29.0
CRUISE LLC,AVT008,5G21A6P02L4100122,0.0,2.7,Sep 2022,0.0,2022-09-01,2022,0.0,1589258.6,29.0
CRUISE LLC,AVT008,5G21A6P02L4100136,0.0,16189.6,Sep 2022,1316.7,2022-09-01,2022,0.0,1590575.3,29.0
CRUISE LLC,AVT008,5G21A6P02L4100184,0.0,2863.7,Sep 2022,14.2,2022-09-01,2022,0.0,1590589.5,29.0
CRUISE LLC,AVT008,5G21A6P02L4110407,0.0,0.0,Sep 2022,0.0,2022-09-01,2022,0.0,1590589.5,29.0
CRUISE LLC,AVT008,5G21A6P02N4121085,0.0,12737.7,Sep 2022,1245.6,2022-09-01,2022,0.0,1591835.1,29.0
CRUISE LLC,AVT008,5G21A6P02N4121605,0.0,8844.0,Sep 2022,664.4,2022-09-01,2022,0.0,1592499.5,29.0
CRUISE LLC,AVT008,5G21A6P02N4121619,0.0,9883.8,Sep 2022,829.6,2022-09-01,2022,0.0,1593329.1,29.0
CRUISE LLC,AVT008,5G21A6P02N4121622,1.0,15014.6,Sep 2022,2476.9,2022-09-01,2022,0.0,1595806.0,29.0
CRUISE LLC,AVT008,5G21A6P02N4121636,0.0,1477.8,Sep 2022,459.8,2022-09-01,2022,0.0,1596265.8,29.0
CRUISE LLC,AVT008,5G21A6P02N4121653,0.0,464.0,Sep 2022,137.5,2022-09-01,2022,0.0,1596403.3,29.0
CRUISE LLC,AVT008,5G21A6P02N4121667,0.0,326.5,Sep 2022,0.0,2022-09-01,2022,0.0,1596403.3,29.0
CRUISE LLC,AVT008,5G21A6P02N4121670,0.0,677.0,Sep 2022,55.2,2022-09-01,2022,0.0,1596458.5,29.0
CRUISE LLC,AVT008,5G21A6P02N4121684,0.0,693.5,Sep 2022,56.7,2022-09-01,2022,0.0,1596515.2,29.0
CRUISE LLC,AVT008,5G21A6P02N4121698,0.0,791.5,Sep 2022,133.2,2022-09-01,2022,0.0,1596648.4,29.0
CRUISE LLC,AVT008,5G21A6P02N4122107,0.0,417.0,Sep 2022,73.0,2022-09-01,2022,0.0,1596721.4,29.0
CRUISE LLC,AVT008,5G21A6P02N4122110,0.0,216.0,Sep 2022,0.0,2022-09-01,2022,0.0,1596721.4,29.0
CRUISE LLC,AVT008,5G21A6P02P4100059,0.0,354.9,Sep 2022,0.0,2022-09-01,2022,0.0,1596721.4,29.0
CRUISE LLC,AVT008,5G21A6P02P4100062,0.0,303.2,Sep 2022,0.0,2022-09-01,2022,0.0,1596721.4,29.0
CRUISE LLC,AVT008,5G21A6P02P4100076,0.0,274.3,Sep 2022,0.0,2022-09-01,2022,0.0,1596721.4,29.0
CRUISE LLC,AVT008,5G21A6P02P4100093,0.0,463.8,Sep 2022,68.6,2022-09-01,2022,0.0,1596790.0,29.0
CRUISE LLC,AVT008,5G21A6P02P4100109,0.0,313.2,Sep 2022,0.0,2022-09-01,2022,0.0,1596790.0,29.0
CRUISE LLC,AVT008,5G21A6P02P4100112,0.0,580.2,Sep 2022,0.0,2022-09-01,2022,0.0,1596790.0,29.0
CRUISE LLC,AVT008,5G21A6P02P4100126,0.0,686.6,Sep 2022,0.0,2022-09-01,2022,0.0,1596790.0,29.0
CRUISE LLC,AVT008,5G21A6P02P4101681,0.0,0.0,Sep 2022,0.0,2022-09-01,2022,0.0,1596790.0,29.0
CRUISE LLC,AVT008,5G21A6P02P4103057,0.0,297.8,Sep 2022,0.0,2022-09-01,2022,0.0,1596790.0,29.0
CRUISE LLC,AVT008,5G21A6P02P4103060,0.0,383.9,Sep 2022,16.7,2022-09-01,2022,0.0,1596806.7,29.0
CRUISE LLC,AVT008,5G21A6P02P4104676,0.0,335.7,Sep 2022,335.7,2022-09-01,2022,0.0,1597142.4,29.0
CRUISE LLC,AVT008,5G21A6P02P4105357,0.0,0.0,Sep 2022,0.0,2022-09-01,2022,0.0,1597142.4,29.0
CRUISE LLC,AVT008,5G21A6P02P4105360,0.0,306.1,Sep 2022,0.0,2022-09-01,2022,0.0,1597142.4,29.0
CRUISE LLC,AVT008,5G21A6P02P4106895,0.0,2.0,Sep 2022,0.0,2022-09-01,2022,0.0,1597142.4,29.0
CRUISE LLC,AVT008,5G21A6P02P4110946,0.0,0.0,Sep 2022,0.0,2022-09-01,2022,0.0,1597142.4,29.0
CRUISE LLC,AVT008,5G21A6P03L4100016,1.0,13389.4,Sep 2022,95.9,2022-09-01,2022,0.0,1597238.3,29.0
CRUISE LLC,AVT008,5G21A6P03L4100047,0.0,15644.4,Sep 2022,1013.5,2022-09-01,2022,0.0,1598251.8,29.0
CRUISE LLC,AVT008,5G21A6P03L4100050,0.0,13828.7,Sep 2022,705.2,2022-09-01,2022,0.0,1598957.0,29.0
CRUISE LLC,AVT008,5G21A6P03L4100128,0.0,0.0,Sep 2022,0.0,2022-09-01,2022,0.0,1598957.0,29.0
CRUISE LLC,AVT008,5G21A6P03L4100159,0.0,4706.8,Sep 2022,0.0,2022-09-01,2022,0.0,1598957.0,29.0
CRUISE LLC,AVT008,5G21A6P03L4100176,0.0,7115.4,Sep 2022,0.0,2022-09-01,2022,0.0,1598957.0,29.0
CRUISE LLC,AVT008,5G21A6P03N4121595,0.0,13386.9,Sep 2022,1193.0,2022-09-01,2022,0.0,1600150.0,29.0
CRUISE LLC,AVT008,5G21A6P03N4121600,0.0,1684.0,Sep 2022,0.0,2022-09-01,2022,0.0,1600150.0,29.0
CRUISE LLC,AVT008,5G21A6P03N4121614,0.0,644.8,Sep 2022,0.0,2022-09-01,2022,0.0,1600150.0,29.0
CRUISE LLC,AVT008,5G21A6P03N4121628,0.0,290.8,Sep 2022,0.0,2022-09-01,2022,0.0,1600150.0,29.0
CRUISE LLC,AVT008,5G21A6P03N4121631,0.0,1120.1,Sep 2022,57.4,2022-09-01,2022,0.0,1600207.4,29.0
CRUISE LLC,AVT008,5G21A6P03N4121645,0.0,715.0,Sep 2022,0.0,2022-09-01,2022,0.0,1600207.4,29.0
CRUISE LLC,AVT008,5G21A6P03N4121659,0.0,370.1,Sep 2022,37.0,2022-09-01,2022,0.0,1600244.4,29.0
CRUISE LLC,AVT008,5G21A6P03N4121662,0.0,572.5,Sep 2022,12.9,2022-09-01,2022,0.0,1600257.3,29.0
CRUISE LLC,AVT008,5G21A6P03N4121676,0.0,211.7,Sep 2022,0.0,2022-09-01,2022,0.0,1600257.3,29.0
CRUISE LLC,AVT008,5G21A6P03N4121693,0.0,321.2,Sep 2022,0.0,2022-09-01,2022,0.0,1600257.3,29.0
CRUISE LLC,AVT008,5G21A6P03N4122097,0.0,359.5,Sep 2022,0.0,2022-09-01,2022,0.0,1600257.3,29.0
CRUISE LLC,AVT008,5G21A6P03N4122102,0.0,376.7,Sep 2022,0.0,2022-09-01,2022,0.0,1600257.3,29.0
CRUISE LLC,AVT008,5G21A6P03P4100054,0.0,667.1,Sep 2022,0.0,2022-09-01,2022,0.0,1600257.3,29.0
CRUISE LLC,AVT008,5G21A6P03P4100068,0.0,443.0,Sep 2022,0.0,2022-09-01,2022,0.0,1600257.3,29.0
CRUISE LLC,AVT008,5G21A6P03P4100071,0.0,441.4,Sep 2022,0.0,2022-09-01,2022,0.0,1600257.3,29.0
CRUISE LLC,AVT008,5G21A6P03P4100085,0.0,535.7,Sep 2022,0.0,2022-09-01,2022,0.0,1600257.3,29.0
CRUISE LLC,AVT008,5G21A6P03P4100099,0.0,747.0,Sep 2022,0.0,2022-09-01,2022,0.0,1600257.3,29.0
CRUISE LLC,AVT008,5G21A6P03P4100104,0.0,779.0,Sep 2022,0.0,2022-09-01,2022,0.0,1600257.3,29.0
CRUISE LLC,AVT008,5G21A6P03P4100118,0.0,557.6,Sep 2022,0.0,2022-09-01,2022,0.0,1600257.3,29.0
CRUISE LLC,AVT008,5G21A6P03P4100121,0.0,981.2,Sep 2022,43.9,2022-09-01,2022,0.0,1600301.2,29.0
CRUISE LLC,AVT008,5G21A6P03P4102127,0.0,250.6,Sep 2022,250.6,2022-09-01,2022,0.0,1600551.8,29.0
CRUISE LLC,AVT008,5G21A6P03P4102130,0.0,202.9,Sep 2022,202.9,2022-09-01,2022,0.0,1600754.7,29.0
CRUISE LLC,AVT008,5G21A6P03P4103505,0.0,264.8,Sep 2022,264.8,2022-09-01,2022,0.0,1601019.5,29.0
CRUISE LLC,AVT008,5G21A6P03P4108445,0.0,0.0,Sep 2022,0.0,2022-09-01,2022,0.0,1601019.5,29.0
CRUISE LLC,AVT008,5G21A6P03P4110941,0.0,0.0,Sep 2022,0.0,2022-09-01,2022,0.0,1601019.5,29.0
CRUISE LLC,AVT008,5G21A6P04L4100008,0.0,11299.2,Sep 2022,911.5,2022-09-01,2022,0.0,1601931.0,29.0
CRUISE LLC,AVT008,5G21A6P04L4100025,0.0,4737.2,Sep 2022,695.8,2022-09-01,2022,0.0,1602626.8,29.0
CRUISE LLC,AVT008,5G21A6P04L4100123,0.0,5743.9,Sep 2022,1161.0,2022-09-01,2022,0.0,1603787.8,29.0
CRUISE LLC,AVT008,5G21A6P04L4100140,1.0,17097.4,Sep 2022,1377.9,2022-09-01,2022,0.0,1605165.7,29.0
CRUISE LLC,AVT008,5G21A6P04L4100168,0.0,37.4,Sep 2022,0.0,2022-09-01,2022,0.0,1605165.7,29.0
CRUISE LLC,AVT008,5G21A6P04L4100185,0.0,6133.7,Sep 2022,0.0,2022-09-01,2022,0.0,1605165.7,29.0
CRUISE LLC,AVT008,5G21A6P04N4121086,0.0,7547.9,Sep 2022,1017.4,2022-09-01,2022,0.0,1606183.1,29.0
CRUISE LLC,AVT008,5G21A6P04N4121606,0.0,8835.7,Sep 2022,955.5,2022-09-01,2022,0.0,1607138.6,29.0
CRUISE LLC,AVT008,5G21A6P04N4121623,0.0,8789.9,Sep 2022,0.0,2022-09-01,2022,0.0,1607138.6,29.0
CRUISE LLC,AVT008,5G21A6P04N4121637,0.0,474.9,Sep 2022,45.4,2022-09-01,2022,0.0,1607184.0,29.0
CRUISE LLC,AVT008,5G21A6P04N4121640,0.0,505.7,Sep 2022,0.0,2022-09-01,2022,0.0,1607184.0,29.0
CRUISE LLC,AVT008,5G21A6P04N4121654,0.0,637.9,Sep 2022,0.0,2022-09-01,2022,0.0,1607184.0,29.0
CRUISE LLC,AVT008,5G21A6P04N4121668,0.0,836.3,Sep 2022,0.0,2022-09-01,2022,0.0,1607184.0,29.0
CRUISE LLC,AVT008,5G21A6P04N4121671,0.0,431.3,Sep 2022,0.0,2022-09-01,2022,0.0,1607184.0,29.0
CRUISE LLC,AVT008,5G21A6P04N4121685,0.0,332.3,Sep 2022,0.0,2022-09-01,2022,0.0,1607184.0,29.0
CRUISE LLC,AVT008,5G21A6P04N4122108,0.0,359.1,Sep 2022,0.0,2022-09-01,2022,0.0,1607184.0,29.0
CRUISE LLC,AVT008,5G21A6P04P4100063,0.0,817.8,Sep 2022,0.0,2022-09-01,2022,0.0,1607184.0,29.0
CRUISE LLC,AVT008,5G21A6P04P4100077,0.0,519.7,Sep 2022,0.0,2022-09-01,2022,0.0,1607184.0,29.0
CRUISE LLC,AVT008,5G21A6P04P4100080,0.0,389.2,Sep 2022,0.0,2022-09-01,2022,0.0,1607184.0,29.0
CRUISE LLC,AVT008,5G21A6P04P4100094,0.0,212.7,Sep 2022,0.0,2022-09-01,2022,0.0,1607184.0,29.0
CRUISE LLC,AVT008,5G21A6P04P4100113,0.0,241.3,Sep 2022,0.0,2022-09-01,2022,0.0,1607184.0,29.0
CRUISE LLC,AVT008,5G21A6P04P4100127,0.0,11.5,Sep 2022,11.5,2022-09-01,2022,0.0,1607195.5,29.0
CRUISE LLC,AVT008,5G21A6P04P4100130,0.0,0.0,Sep 2022,0.0,2022-09-01,2022,0.0,1607195.5,29.0
CRUISE LLC,AVT008,5G21A6P04P4101679,0.0,106.2,Sep 2022,106.2,2022-09-01,2022,0.0,1607301.7,29.0
CRUISE LLC,AVT008,5G21A6P04P4101682,0.0,374.4,Sep 2022,374.4,2022-09-01,2022,0.0,1607676.1,29.0
CRUISE LLC,AVT008,5G21A6P04P4103058,0.0,164.6,Sep 2022,164.1,2022-09-01,2022,0.0,1607840.2,29.0
CRUISE LLC,AVT008,5G21A6P04P4103061,0.0,226.3,Sep 2022,226.3,2022-09-01,2022,0.0,1608066.5,29.0
CRUISE LLC,AVT008,5G21A6P04P4104677,0.0,346.0,Sep 2022,0.0,2022-09-01,2022,0.0,1608066.5,29.0
CRUISE LLC,AVT008,5G21A6P04P4104680,0.0,1.3,Sep 2022,0.0,2022-09-01,2022,0.0,1608066.5,29.0
CRUISE LLC,AVT008,5G21A6P04P4105358,0.0,254.8,Sep 2022,0.0,2022-09-01,2022,0.0,1608066.5,29.0
CRUISE LLC,AVT008,5G21A6P04P4105361,0.0,243.2,Sep 2022,0.0,2022-09-01,2022,0.0,1608066.5,29.0
CRUISE LLC,AVT008,5G21A6P04P4106106,0.0,296.7,Sep 2022,0.0,2022-09-01,2022,0.0,1608066.5,29.0
CRUISE LLC,AVT008,5G21A6P04P4106896,0.0,0.0,Sep 2022,0.0,2022-09-01,2022,0.0,1608066.5,29.0
CRUISE LLC,AVT008,5G21A6P05L4100003,0.0,887.7,Sep 2022,0.0,2022-09-01,2022,0.0,1608066.5,29.0
CRUISE LLC,AVT008,5G21A6P05L4100048,0.0,6802.9,Sep 2022,0.0,2022-09-01,2022,0.0,1608066.5,29.0
CRUISE LLC,AVT008,5G21A6P05L4100082,0.0,52.7,Sep 2022,0.0,2022-09-01,2022,0.0,1608066.5,29.0
CRUISE LLC,AVT008,5G21A6P05L4100115,0.0,4504.3,Sep 2022,12.9,2022-09-01,2022,0.0,1608079.4,29.0
CRUISE LLC,AVT008,5G21A6P05L4100129,0.0,225.9,Sep 2022,0.0,2022-09-01,2022,0.0,1608079.4,29.0
CRUISE LLC,AVT008,5G21A6P05L4100177,0.0,6837.3,Sep 2022,0.0,2022-09-01,2022,0.0,1608079.4,29.0
CRUISE LLC,AVT008,5G21A6P05L4100180,0.0,0.0,Sep 2022,0.0,2022-09-01,2022,0.0,1608079.4,29.0
CRUISE LLC,AVT008,5G21A6P05N4121596,1.0,15821.9,Sep 2022,880.2,2022-09-01,2022,0.0,1608959.6,29.0
CRUISE LLC,AVT008,5G21A6P05N4121601,0.0,873.3,Sep 2022,0.0,2022-09-01,2022,0.0,1608959.6,29.0
CRUISE LLC,AVT008,5G21A6P05N4121615,0.0,326.6,Sep 2022,0.0,2022-09-01,2022,0.0,1608959.6,29.0
CRUISE LLC,AVT008,5G21A6P05N4121629,0.0,990.3,Sep 2022,0.0,2022-09-01,2022,0.0,1608959.6,29.0
CRUISE LLC,AVT008,5G21A6P05N4121632,0.0,752.6,Sep 2022,0.0,2022-09-01,2022,0.0,1608959.6,29.0
CRUISE LLC,AVT008,5G21A6P05N4121646,0.0,646.8,Sep 2022,0.0,2022-09-01,2022,0.0,1608959.6,29.0
CRUISE LLC,AVT008,5G21A6P05N4121663,0.0,406.8,Sep 2022,0.0,2022-09-01,2022,0.0,1608959.6,29.0
CRUISE LLC,AVT008,5G21A6P05N4121677,0.0,404.5,Sep 2022,37.8,2022-09-01,2022,0.0,1608997.4,29.0
CRUISE LLC,AVT008,5G21A6P05N4121680,0.0,261.6,Sep 2022,0.0,2022-09-01,2022,0.0,1608997.4,29.0
CRUISE LLC,AVT008,5G21A6P05N4121694,0.0,695.6,Sep 2022,366.7,2022-09-01,2022,0.0,1609364.1,29.0
CRUISE LLC,AVT008,5G21A6P05N4122098,0.0,240.4,Sep 2022,0.0,2022-09-01,2022,0.0,1609364.1,29.0
CRUISE LLC,AVT008,5G21A6P05N4122103,0.0,0.0,Sep 2022,0.0,2022-09-01,2022,0.0,1609364.1,29.0
CRUISE LLC,AVT008,5G21A6P05P4100055,0.0,10.4,Sep 2022,2.3,2022-09-01,2022,0.0,1609366.4,29.0
CRUISE LLC,AVT008,5G21A6P05P4100069,0.0,431.9,Sep 2022,0.0,2022-09-01,2022,0.0,1609366.4,29.0
CRUISE LLC,AVT008,5G21A6P05P4100072,0.0,557.9,Sep 2022,0.0,2022-09-01,2022,0.0,1609366.4,29.0
CRUISE LLC,AVT008,5G21A6P05P4100086,0.0,851.0,Sep 2022,0.0,2022-09-01,2022,0.0,1609366.4,29.0
CRUISE LLC,AVT008,5G21A6P05P4100105,0.0,281.8,Sep 2022,0.0,2022-09-01,2022,0.0,1609366.4,29.0
CRUISE LLC,AVT008,5G21A6P05P4100119,0.0,735.5,Sep 2022,0.0,2022-09-01,2022,0.0,1609366.4,29.0
CRUISE LLC,AVT008,5G21A6P05P4100122,0.0,224.4,Sep 2022,224.4,2022-09-01,2022,0.0,1609590.8,29.0
CRUISE LLC,AVT008,5G21A6P05P4102128,0.0,209.6,Sep 2022,209.6,2022-09-01,2022,0.0,1609800.4,29.0
CRUISE LLC,AVT008,5G21A6P05P4102131,0.0,293.3,Sep 2022,293.3,2022-09-01,2022,0.0,1610093.7,29.0
CRUISE LLC,AVT008,5G21A6P05P4103506,0.0,389.1,Sep 2022,0.0,2022-09-01,2022,0.0,1610093.7,29.0
CRUISE LLC,AVT008,5G21A6P05P4107944,0.0,0.0,Sep 2022,0.0,2022-09-01,2022,0.0,1610093.7,29.0
CRUISE LLC,AVT008,5G21A6P05P4108446,0.0,45.6,Sep 2022,0.0,2022-09-01,2022,0.0,1610093.7,29.0
CRUISE LLC,AVT008,5G21A6P05P4109676,0.0,206.1,Sep 2022,0.0,2022-09-01,2022,0.0,1610093.7,29.0
CRUISE LLC,AVT008,5G21A6P06L4100026,0.0,729.0,Sep 2022,700.0,2022-09-01,2022,0.0,1610793.7,29.0
CRUISE LLC,AVT008,5G21A6P06L4100043,0.0,3791.2,Sep 2022,26.4,2022-09-01,2022,0.0,1610820.1,29.0
CRUISE LLC,AVT008,5G21A6P06L4100057,0.0,15694.2,Sep 2022,1339.4,2022-09-01,2022,0.0,1612159.5,29.0
CRUISE LLC,AVT008,5G21A6P06L4100060,0.0,3.1,Sep 2022,0.0,2022-09-01,2022,0.0,1612159.5,29.0
CRUISE LLC,AVT008,5G21A6P06L4100074,0.0,11843.5,Sep 2022,963.7,2022-09-01,2022,0.0,1613123.2,29.0
CRUISE LLC,AVT008,5G21A6P06L4100124,0.0,14057.6,Sep 2022,461.6,2022-09-01,2022,0.0,1613584.8,29.0
CRUISE LLC,AVT008,5G21A6P06L4100169,0.0,3581.7,Sep 2022,63.1,2022-09-01,2022,0.0,1613647.9,29.0
CRUISE LLC,AVT008,5G21A6P06L4100186,0.0,3.7,Sep 2022,0.0,2022-09-01,2022,0.0,1613647.9,29.0
CRUISE LLC,AVT008,5G21A6P06N4121607,0.0,798.0,Sep 2022,0.0,2022-09-01,2022,0.0,1613647.9,29.0
CRUISE LLC,AVT008,5G21A6P06N4121610,0.0,304.2,Sep 2022,0.0,2022-09-01,2022,0.0,1613647.9,29.0
CRUISE LLC,AVT008,5G21A6P06N4121624,0.0,514.0,Sep 2022,0.0,2022-09-01,2022,0.0,1613647.9,29.0
CRUISE LLC,AVT008,5G21A6P06N4121638,0.0,910.3,Sep 2022,23.7,2022-09-01,2022,0.0,1613671.6,29.0
CRUISE LLC,AVT008,5G21A6P06N4121641,0.0,941.9,Sep 2022,0.0,2022-09-01,2022,0.0,1613671.6,29.0
CRUISE LLC,AVT008,5G21A6P06N4121655,0.0,485.0,Sep 2022,0.0,2022-09-01,2022,0.0,1613671.6,29.0
CRUISE LLC,AVT008,5G21A6P06N4121669,0.0,328.4,Sep 2022,0.0,2022-09-01,2022,0.0,1613671.6,29.0
CRUISE LLC,AVT008,5G21A6P06N4121672,0.0,495.0,Sep 2022,58.9,2022-09-01,2022,0.0,1613730.5,29.0
CRUISE LLC,AVT008,5G21A6P06N4121686,0.0,333.8,Sep 2022,0.0,2022-09-01,2022,0.0,1613730.5,29.0
CRUISE LLC,AVT008,5G21A6P06N4122109,0.0,819.5,Sep 2022,29.9,2022-09-01,2022,0.0,1613760.4,29.0
CRUISE LLC,AVT008,5G21A6P06P4100050,0.0,208.0,Sep 2022,0.0,2022-09-01,2022,0.0,1613760.4,29.0
CRUISE LLC,AVT008,5G21A6P06P4100064,0.0,258.6,Sep 2022,0.0,2022-09-01,2022,0.0,1613760.4,29.0
CRUISE LLC,AVT008,5G21A6P06P4100078,0.0,3743.0,Sep 2022,41.3,2022-09-01,2022,0.0,1613801.7,29.0
CRUISE LLC,AVT008,5G21A6P06P4100081,0.0,324.3,Sep 2022,294.8,2022-09-01,2022,0.0,1614096.5,29.0
CRUISE LLC,AVT008,5G21A6P06P4100095,0.0,787.7,Sep 2022,0.0,2022-09-01,2022,0.0,1614096.5,29.0
CRUISE LLC,AVT008,5G21A6P06P4100100,0.0,286.5,Sep 2022,0.0,2022-09-01,2022,0.0,1614096.5,29.0
CRUISE LLC,AVT008,5G21A6P06P4100114,0.0,1788.1,Sep 2022,0.0,2022-09-01,2022,0.0,1614096.5,29.0
CRUISE LLC,AVT008,5G21A6P06P4100128,0.0,213.5,Sep 2022,186.7,2022-09-01,2022,0.0,1614283.2,29.0
CRUISE LLC,AVT008,5G21A6P06P4100131,0.0,313.4,Sep 2022,260.5,2022-09-01,2022,0.0,1614543.7,29.0
CRUISE LLC,AVT008,5G21A6P06P4101683,0.0,201.1,Sep 2022,201.1,2022-09-01,2022,0.0,1614744.8,29.0
CRUISE LLC,AVT008,5G21A6P06P4103059,0.0,202.7,Sep 2022,202.7,2022-09-01,2022,0.0,1614947.5,29.0
CRUISE LLC,AVT008,5G21A6P06P4103062,0.0,249.0,Sep 2022,0.0,2022-09-01,2022,0.0,1614947.5,29.0
CRUISE LLC,AVT008,5G21A6P06P4103501,0.0,595.1,Sep 2022,94.2,2022-09-01,2022,0.0,1615041.7,29.0
CRUISE LLC,AVT008,5G21A6P06P4104678,0.0,376.0,Sep 2022,0.0,2022-09-01,2022,0.0,1615041.7,29.0
CRUISE LLC,AVT008,5G21A6P06P4104681,0.0,205.1,Sep 2022,205.1,2022-09-01,2022,0.0,1615246.8,29.0
CRUISE LLC,AVT008,5G21A6P06P4105359,0.0,211.0,Sep 2022,0.0,2022-09-01,2022,0.0,1615246.8,29.0
CRUISE LLC,AVT008,5G21A6P06P4105362,0.0,309.5,Sep 2022,0.0,2022-09-01,2022,0.0,1615246.8,29.0
CRUISE LLC,AVT008,5G21A6P06P4106107,0.0,1508.3,Sep 2022,0.0,2022-09-01,2022,0.0,1615246.8,29.0
CRUISE LLC,AVT008,5G21A6P06P4106110,0.0,346.8,Sep 2022,0.0,2022-09-01,2022,0.0,1615246.8,29.0
CRUISE LLC,AVT008,5G21A6P06P4106897,0.0,0.0,Sep 2022,0.0,2022-09-01,2022,0.0,1615246.8,29.0
CRUISE LLC,AVT008,5G21A6P06P4107936,0.0,222.1,Sep 2022,0.0,2022-09-01,2022,0.0,1615246.8,29.0
CRUISE LLC,AVT008,5G21A6P06P4112487,0.0,0.0,Sep 2022,0.0,2022-09-01,2022,0.0,1615246.8,29.0
CRUISE LLC,AVT008,5G21A6P06P4112490,0.0,379.8,Sep 2022,0.0,2022-09-01,2022,0.0,1615246.8,29.0
CRUISE LLC,AVT008,5G21A6P07L4100004,0.0,15522.2,Sep 2022,669.1,2022-09-01,2022,0.0,1615915.9,29.0
CRUISE LLC,AVT008,5G21A6P07L4100049,0.0,13692.2,Sep 2022,816.6,2022-09-01,2022,0.0,1616732.5,29.0
CRUISE LLC,AVT008,5G21A6P07L4100066,1.0,4238.8,Sep 2022,0.0,2022-09-01,2022,0.0,1616732.5,29.0
CRUISE LLC,AVT008,5G21A6P07L4100083,0.0,17737.4,Sep 2022,844.9,2022-09-01,2022,0.0,1617577.4,29.0
CRUISE LLC,AVT008,5G21A6P07L4100102,0.0,7040.2,Sep 2022,46.5,2022-09-01,2022,0.0,1617623.9,29.0
CRUISE LLC,AVT008,5G21A6P07L4100116,0.0,14.5,Sep 2022,0.0,2022-09-01,2022,0.0,1617623.9,29.0
CRUISE LLC,AVT008,5G21A6P07L4100164,0.0,70.8,Sep 2022,10.4,2022-09-01,2022,0.0,1617634.3,29.0
CRUISE LLC,AVT008,5G21A6P07L4100178,0.0,5920.9,Sep 2022,0.0,2022-09-01,2022,0.0,1617634.3,29.0
CRUISE LLC,AVT008,5G21A6P07N4118876,0.0,5765.3,Sep 2022,0.0,2022-09-01,2022,0.0,1617634.3,29.0
CRUISE LLC,AVT008,5G21A6P07N4121597,0.0,13849.6,Sep 2022,344.8,2022-09-01,2022,0.0,1617979.1,29.0
CRUISE LLC,AVT008,5G21A6P07N4121602,0.0,12975.7,Sep 2022,2011.8,2022-09-01,2022,0.0,1619990.9,29.0
CRUISE LLC,AVT008,5G21A6P07N4121616,0.0,12075.1,Sep 2022,779.8,2022-09-01,2022,0.0,1620770.7,29.0
CRUISE LLC,AVT008,5G21A6P07N4121633,0.0,331.6,Sep 2022,37.1,2022-09-01,2022,0.0,1620807.8,29.0
CRUISE LLC,AVT008,5G21A6P07N4121647,0.0,476.2,Sep 2022,0.0,2022-09-01,2022,0.0,1620807.8,29.0
CRUISE LLC,AVT008,5G21A6P07N4121650,0.0,261.1,Sep 2022,0.0,2022-09-01,2022,0.0,1620807.8,29.0
CRUISE LLC,AVT008,5G21A6P07N4121664,0.0,609.7,Sep 2022,26.6,2022-09-01,2022,0.0,1620834.4,29.0
CRUISE LLC,AVT008,5G21A6P07N4121678,0.0,325.4,Sep 2022,0.0,2022-09-01,2022,0.0,1620834.4,29.0
CRUISE LLC,AVT008,5G21A6P07N4121681,0.0,460.1,Sep 2022,0.0,2022-09-01,2022,0.0,1620834.4,29.0
CRUISE LLC,AVT008,5G21A6P07N4121695,0.0,582.6,Sep 2022,0.0,2022-09-01,2022,0.0,1620834.4,29.0
